As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region ,Statistical Area 2,Number of offences
1/09/2021,2008,6,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,18
1/09/2021,2008,6,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,1
1/09/2021,2008,6,Property Damage Offences,Property damage offences,-,-,Darwin,-,363
1/09/2021,2008,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,4
1/09/2021,2008,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,3
1/09/2021,2008,6,Property Damage Offences,Property damage offences,-,-,Palmerston,-,112
1/09/2021,2008,6,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,4
1/09/2021,2008,6,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,NT Balance,Howard Springs,1
1/09/2021,2008,6,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,7
1/09/2021,2008,6,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Humpty Doo,2
1/09/2021,2008,6,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,3
1/09/2021,2008,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,311
1/09/2021,2008,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,4
1/09/2021,2008,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,7
1/09/2021,2008,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,93
1/09/2021,2008,7,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,-,1
1/09/2021,2008,7,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Palmerston,-,1
1/09/2021,2008,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,5
1/09/2021,2008,7,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,21
1/09/2021,2008,7,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,9
1/09/2021,2008,7,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,47
1/09/2021,2008,7,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,7
1/09/2021,2008,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,5
1/09/2021,2008,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,2
1/09/2021,2008,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,41
1/09/2021,2008,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Humpty Doo,1
1/09/2021,2008,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,9
1/09/2021,2008,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,3
1/09/2021,2008,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,2
1/09/2021,2008,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,10
1/09/2021,2008,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Humpty Doo,1
1/09/2021,2008,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,2
1/09/2021,2008,7,Acts intended to cause injury,Other acts intended to cause injury,-,-,Darwin,-,3
1/09/2021,2008,7,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,54
1/09/2021,2008,7,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Howard Springs,2
1/09/2021,2008,7,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,17
1/09/2021,2008,7,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,12
1/09/2021,2008,7,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,-,5
1/09/2021,2008,7,Homicide and related Offences,Murder,-,-,Darwin,-,1
1/09/2021,2008,7,House break-ins,House break-ins actual,-,-,Darwin,-,27
1/09/2021,2008,7,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,2
1/09/2021,2008,7,House break-ins,House break-ins actual,-,-,Palmerston,-,16
1/09/2021,2008,7,House break-ins,House break-ins attempted,-,-,Darwin,-,6
1/09/2021,2008,7,House break-ins,House break-ins attempted,-,-,Palmerston,-,2
1/09/2021,2008,7,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,29
1/09/2021,2008,7,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,1
1/09/2021,2008,7,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,3
1/09/2021,2008,7,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,13
1/09/2021,2008,7,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,55
1/09/2021,2008,7,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,1
1/09/2021,2008,7,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Humpty Doo,2
1/09/2021,2008,7,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,16
1/09/2021,2008,7,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,1
1/09/2021,2008,7,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Palmerston,-,2
1/09/2021,2008,7,Property Damage Offences,Property damage offences,-,-,Darwin,-,319
1/09/2021,2008,7,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,3
1/09/2021,2008,7,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,8
1/09/2021,2008,7,Property Damage Offences,Property damage offences,-,-,Palmerston,-,105
1/09/2021,2008,7,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,6
1/09/2021,2008,7,Robbery - extortion and related offences,Robbery,-,-,Palmerston,-,3
1/09/2021,2008,7,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,5
1/09/2021,2008,7,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Howard Springs,2
1/09/2021,2008,7,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,3
1/09/2021,2008,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,257
1/09/2021,2008,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,9
1/09/2021,2008,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,5
1/09/2021,2008,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,89
1/09/2021,2008,8,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Palmerston,-,1
1/09/2021,2008,8,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,7
1/09/2021,2008,8,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,-,4
1/09/2021,2008,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,16
1/09/2021,2008,8,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Humpty Doo,3
1/09/2021,2008,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,5
1/09/2021,2008,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,45
1/09/2021,2008,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,8
1/09/2021,2008,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,5
1/09/2021,2008,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Humpty Doo,2
1/09/2021,2008,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,7
1/09/2021,2008,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,42
1/09/2021,2008,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Humpty Doo,3
1/09/2021,2008,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,8
1/09/2021,2008,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,3
1/09/2021,2008,8,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Humpty Doo,1
1/09/2021,2008,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,3
1/09/2021,2008,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,20
1/09/2021,2008,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Humpty Doo,1
1/09/2021,2008,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,5
1/09/2021,2008,8,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,42
1/09/2021,2008,8,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Humpty Doo,2
1/09/2021,2008,8,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,6
1/09/2021,2008,8,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,7
1/09/2021,2008,8,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Howard Springs,1
1/09/2021,2008,8,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,-,2
1/09/2021,2008,8,Homicide and related Offences,Murder,-,-,Darwin,-,1
1/09/2021,2008,8,House break-ins,House break-ins actual,-,-,Darwin,-,41
1/09/2021,2008,8,House break-ins,House break-ins actual,-,-,NT Balance,Howard Springs,3
1/09/2021,2008,8,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,2
1/09/2021,2008,8,House break-ins,House break-ins actual,-,-,Palmerston,-,10
1/09/2021,2008,8,House break-ins,House break-ins attempted,-,-,Darwin,-,3
1/09/2021,2008,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,20
1/09/2021,2008,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,1
1/09/2021,2008,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,17
1/09/2021,2008,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,59
1/09/2021,2008,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,1
1/09/2021,2008,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Humpty Doo,1
1/09/2021,2008,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,13
1/09/2021,2008,8,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,2
1/09/2021,2008,8,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Humpty Doo,1
1/09/2021,2008,8,Property Damage Offences,Property damage offences,-,-,Darwin,-,284
1/09/2021,2008,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,4
1/09/2021,2008,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,9
1/09/2021,2008,8,Property Damage Offences,Property damage offences,-,-,Palmerston,-,76
1/09/2021,2008,8,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,5
1/09/2021,2008,8,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,8
1/09/2021,2008,8,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,9
1/09/2021,2008,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,321
1/09/2021,2008,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,11
1/09/2021,2008,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,10
1/09/2021,2008,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,69
1/09/2021,2008,9,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Darwin,-,1
1/09/2021,2008,9,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,6
1/09/2021,2008,9,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Humpty Doo,2
1/09/2021,2008,9,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,-,1
1/09/2021,2008,9,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,16
1/09/2021,2008,9,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,12
1/09/2021,2008,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,38
1/09/2021,2008,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,3
1/09/2021,2008,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,6
1/09/2021,2008,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,2
1/09/2021,2008,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,30
1/09/2021,2008,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,10
1/09/2021,2008,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,4
1/09/2021,2008,9,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Humpty Doo,2
1/09/2021,2008,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,5
1/09/2021,2008,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,9
1/09/2021,2008,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,2
1/09/2021,2008,9,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,48
1/09/2021,2008,9,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Howard Springs,1
1/09/2021,2008,9,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Humpty Doo,1
1/09/2021,2008,9,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,10
1/09/2021,2008,9,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,9
1/09/2021,2008,9,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,-,3
1/09/2021,2008,9,Homicide and related Offences,Murder,-,-,Darwin,-,1
1/09/2021,2008,9,House break-ins,House break-ins actual,-,-,Darwin,-,35
1/09/2021,2008,9,House break-ins,House break-ins actual,-,-,NT Balance,Howard Springs,1
1/09/2021,2008,9,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,2
1/09/2021,2008,9,House break-ins,House break-ins actual,-,-,Palmerston,-,14
1/09/2021,2008,9,House break-ins,House break-ins attempted,-,-,Darwin,-,6
1/09/2021,2008,9,House break-ins,House break-ins attempted,-,-,Palmerston,-,1
1/09/2021,2008,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,45
1/09/2021,2008,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,2
1/09/2021,2008,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,14
1/09/2021,2008,9,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,73
1/09/2021,2008,9,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,2
1/09/2021,2008,9,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Humpty Doo,1
1/09/2021,2008,9,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,14
1/09/2021,2008,9,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,1
1/09/2021,2008,9,Property Damage Offences,Property damage offences,-,-,Darwin,-,283
1/09/2021,2008,9,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,1
1/09/2021,2008,9,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,5
1/09/2021,2008,9,Property Damage Offences,Property damage offences,-,-,Palmerston,-,76
1/09/2021,2008,9,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,5
1/09/2021,2008,9,Robbery - extortion and related offences,Robbery,-,-,Palmerston,-,3
1/09/2021,2008,9,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,10
1/09/2021,2008,9,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,4
1/09/2021,2008,9,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,279
1/09/2021,2008,9,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,2
1/09/2021,2008,9,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,8
1/09/2021,2008,9,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,77
1/09/2021,2008,10,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Palmerston,-,1
1/09/2021,2008,10,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,6
